5260.89178 14.671 0.004
5261.82270 14.661 0.004
5262.86030 14.618 0.005
5265.87881 14.651 0.004
5266.82505 14.683 0.004
5267.85232 14.566 0.004
5268.85473 14.657 0.004
5269.81840 14.657 0.004
5270.82406 14.568 0.004
5271.81960 14.660 0.004
5272.82474 14.624 0.004
5273.80973 14.580 0.004
5274.82830 14.676 0.004
5275.81457 14.586 0.004
5276.79275 14.598 0.004
5277.84878 14.641 0.004
5278.82485 14.572 0.004
5279.82612 14.665 0.004
5280.83272 14.619 0.004
5281.81267 14.579 0.004
5282.83541 14.683 0.004
5283.79542 14.623 0.004
5283.88687 14.577 0.004
5284.80111 14.599 0.004
5285.79190 14.683 0.004
5285.92239 14.563 0.004
5286.80759 14.571 0.004
5287.86076 14.677 0.004
5288.78611 14.666 0.004
5289.83800 14.596 0.004
5293.86595 14.641 0.004
5294.83609 14.559 0.004
5295.83951 14.660 0.004
5296.87892 14.573 0.004
5297.91485 14.659 0.004
5300.85639 14.645 0.004
5301.86527 14.644 0.004
5306.85041 14.678 0.004
5307.85077 14.574 0.004
5308.83991 14.622 0.004
5309.89482 14.615 0.004
5310.89361 14.593 0.004
5312.75019 14.672 0.004
5313.78658 14.580 0.004
5314.71471 14.566 0.004
5314.92633 14.627 0.004
5315.85513 14.576 0.004
5316.81044 14.592 0.004
5320.64523 14.569 0.004
5320.85189 14.630 0.004
5321.79516 14.567 0.004
5323.68147 14.630 0.004
5323.90585 14.566 0.004
5324.83927 14.608 0.004
5325.75264 14.628 0.004
5326.63837 14.624 0.004
5326.87925 14.578 0.004
5327.82712 14.632 0.004
5328.75635 14.661 0.004
5329.71124 14.669 0.004
5334.87820 14.574 0.004
5335.85346 14.645 0.004
5336.93915 14.564 0.004
5337.94039 14.654 0.004
5339.69871 14.638 0.004
5340.65739 14.675 0.004
5340.91582 14.663 0.005
5341.84704 14.670 0.004
5342.67445 14.643 0.004
5342.87059 14.567 0.004
5343.70419 14.609 0.004
5343.91061 14.672 0.004
5348.84499 14.594 0.004
5349.78221 14.640 0.004
5350.73412 14.675 0.004
5351.89274 14.666 0.004
5352.88913 14.614 0.004
5353.82162 14.564 0.004
5354.83308 14.647 0.004
5355.77697 14.666 0.004
5357.77819 14.635 0.004
5359.74029 14.581 0.004
5361.68488 14.670 0.004
5364.52756 14.567 0.004
5365.58985 14.670 0.004
5368.63185 14.580 0.004
5376.64797 14.575 0.004
5376.84234 14.683 0.004
5377.53703 14.569 0.004
5377.77983 14.641 0.004
5378.70016 14.598 0.004
5379.50663 14.666 0.004
5379.81039 14.675 0.004
5380.51804 14.561 0.004
5380.70250 14.671 0.004
5381.55437 14.668 0.004
5381.76814 14.603 0.004
5382.64278 14.586 0.004
5383.74221 14.606 0.004
5383.75477 14.577 0.004
5385.85269 14.576 0.004
5386.54744 14.633 0.004
5386.62897 14.671 0.004
5386.71340 14.586 0.004
5387.50864 14.673 0.004
5388.47245 14.619 0.004
5388.81234 14.567 0.004
5389.76187 14.593 0.004
5390.68812 14.627 0.004
5391.54783 14.591 0.004
5392.48506 14.639 0.004
5392.81500 14.664 0.004
5393.79169 14.649 0.004
5396.77434 14.624 0.004
5403.52317 14.670 0.004
5403.71898 14.611 0.004
5404.58701 14.585 0.004
5404.79182 14.610 0.004
5405.79936 14.613 0.004
5407.65618 14.677 0.004
5408.58390 14.672 0.004
5408.77624 14.629 0.004
5409.77838 14.661 0.004
5410.78274 14.561 0.004
5412.51639 14.585 0.004
5412.73858 14.668 0.004
5414.47792 14.671 0.004
5416.63546 14.632 0.004
5418.70231 14.642 0.004
5421.71847 14.572 0.004
5423.53130 14.562 0.004
5426.59733 14.647 0.004
5430.62759 14.567 0.004
5431.62501 14.644 0.004
5432.64208 14.631 0.004
5434.59309 14.644 0.004
5435.58639 14.660 0.004
5436.66385 14.646 0.004
5438.65481 14.570 0.004
5439.65884 14.659 0.004
5443.67870 14.563 0.004
5445.50126 14.579 0.004
5446.59086 14.621 0.004
5447.62525 14.638 0.004
5449.53358 14.652 0.004
5450.62138 14.658 0.004
5453.58538 14.655 0.004
5458.48140 14.580 0.004
5459.52744 14.662 0.004
5463.49251 14.627 0.004
5464.48480 14.586 0.004
5466.54263 14.582 0.004
5469.61072 14.644 0.004
5471.60234 14.589 0.004
5473.53352 14.660 0.004
5478.53331 14.668 0.004
5480.57377 14.661 0.004
5485.56471 14.619 0.004
5487.55638 14.571 0.004
5490.49497 14.601 0.004
5494.53044 14.669 0.004
5499.50303 14.627 0.004
5620.88064 14.672 0.004
5621.90294 14.563 0.004
5624.89408 14.578 0.004
5626.86532 14.630 0.004
5628.82475 14.654 0.004
5629.85143 14.607 0.004
5631.88075 14.658 0.004
5633.83467 14.615 0.004
5635.86756 14.582 0.004
5637.91032 14.566 0.004
5638.86838 14.614 0.004
5639.82344 14.672 0.004
5640.82862 14.599 0.004
5640.91720 14.583 0.004
5641.82699 14.607 0.004
5641.86516 14.642 0.004
5642.78692 14.666 0.004
5642.90898 14.587 0.004
5643.81093 14.586 0.004
5643.91192 14.613 0.004
5644.82109 14.632 0.004
5647.75163 14.605 0.004
5647.79592 14.639 0.004
5647.83251 14.665 0.004
5647.86435 14.670 0.004
5647.91575 14.625 0.004
5648.82769 14.609 0.004
5648.91522 14.581 0.004
5649.81067 14.583 0.004
5649.91340 14.672 0.004
5650.82303 14.679 0.004
5650.91595 14.593 0.004
5651.82412 14.575 0.004
5652.76117 14.574 0.004
5652.86635 14.664 0.004
5653.92168 14.560 0.004
5654.84273 14.579 0.004
5655.75682 14.608 0.004
5655.83312 14.662 0.004
5656.78774 14.668 0.004
5656.87571 14.562 0.004
5657.83266 14.601 0.004
5657.92256 14.675 0.004
5658.84559 14.672 0.004
5658.92512 14.581 0.005
5659.77787 14.637 0.004
5659.86086 14.563 0.004
5660.74722 14.565 0.004
5660.83598 14.641 0.004
5660.83746 14.638 0.004
5662.74230 14.641 0.004
5662.84377 14.575 0.004
5662.92386 14.649 0.004
5664.78907 14.661 0.004
5664.89197 14.563 0.004
5665.76890 14.569 0.004
5665.88660 14.644 0.004
5667.81344 14.599 0.004
5668.81555 14.607 0.004
5669.80290 14.670 0.004
5670.77807 14.591 0.004
5671.76069 14.595 0.004
5675.85862 14.564 0.004
5676.76597 14.560 0.004
5677.72089 14.622 0.004
5677.90771 14.584 0.004
5679.81980 14.645 0.004
5680.71123 14.646 0.004
5680.89692 14.566 0.004
5681.79197 14.560 0.004
5682.69040 14.559 0.004
5682.91136 14.632 0.004
5683.86354 14.558 0.004
5684.76753 14.564 0.004
5685.74605 14.638 0.004
5685.94073 14.562 0.005
5686.84873 14.565 0.004
5687.73043 14.561 0.004
5688.91535 14.565 0.004
5690.64349 14.596 0.004
5690.84117 14.671 0.004
5691.77734 14.666 0.004
5692.66623 14.662 0.004
5692.84760 14.633 0.004
5693.68525 14.575 0.004
5693.86930 14.653 0.004
5694.68666 14.675 0.004
5694.87726 14.583 0.004
5695.74140 14.565 0.004
5695.91692 14.665 0.004
5696.74402 14.662 0.004
5696.92741 14.569 0.004
