 533.83147 14.100 0.005
 551.79073 14.069 0.005
 552.80474 14.061 0.005
 553.76906 14.072 0.005
 554.79685 14.072 0.005
 557.77008 14.090 0.005
 558.81687 14.076 0.005
 560.85784 14.065 0.005
 561.85109 14.066 0.005
 566.67098 14.280 0.005
 568.66916 14.308 0.005
 569.65703 14.327 0.005
 570.90814 14.086 0.005
 571.82615 14.158 0.005
 573.76103 14.230 0.005
 574.64920 14.323 0.005
 575.88822 14.148 0.005
 576.86777 14.162 0.005
 577.88130 14.163 0.005
 578.84464 14.194 0.005
 578.90981 14.147 0.005
 581.76057 14.320 0.005
 582.79430 14.314 0.005
 583.81440 14.307 0.005
 587.88976 14.237 0.005
 588.84519 14.318 0.005
 590.82695 14.329 0.005
 599.87044 14.313 0.005
 600.81931 14.276 0.005
 601.86259 14.297 0.005
 605.80617 14.236 0.005
 606.75147 14.203 0.005
 607.74813 14.191 0.005
 608.73994 14.182 0.005
 614.81130 14.201 0.005
 615.74167 14.146 0.005
 616.74392 14.146 0.005
 621.77081 14.134 0.005
 623.68942 14.100 0.005
 624.60397 14.080 0.005
 625.63663 14.092 0.005
 626.71807 14.104 0.005
 627.71804 14.104 0.005
 628.79455 14.122 0.005
 629.66500 14.087 0.005
 630.64364 14.073 0.005
 631.66578 14.080 0.005
 632.77111 14.102 0.005
 633.65206 14.069 0.005
 635.81991 14.106 0.005
 643.74064 14.082 0.005
 643.77478 14.083 0.005
 645.58979 14.096 0.005
 650.59332 14.136 0.005
 652.49123 14.247 0.005
 652.76467 14.065 0.005
 657.70555 14.089 0.005
 663.70495 14.144 0.005
 666.56728 14.328 0.005
 667.68646 14.158 0.005
 671.71694 14.173 0.005
 684.63492 14.300 0.005
 686.60770 14.265 0.005
 688.57192 14.235 0.005
 697.58705 14.187 0.005
 700.61605 14.190 0.005
 704.62287 14.176 0.005
 707.66761 14.182 0.005
 713.63115 14.137 0.005
 719.50188 14.086 0.005
 746.54711 14.094 0.005
 878.87888 14.065 0.005
 885.83515 14.100 0.005
 891.87644 14.107 0.005
 896.85360 14.160 0.005
 900.85213 14.181 0.005
 911.90143 14.280 0.005
 924.77412 14.226 0.005
 928.74540 14.188 0.005
 931.88628 14.255 0.005
 933.76833 14.180 0.005
 936.86757 14.213 0.005
 937.73088 14.147 0.005
 939.86208 14.199 0.005
 941.85277 14.186 0.005
 944.81860 14.160 0.005
 949.75515 14.117 0.005
 951.71996 14.102 0.005
 952.85140 14.134 0.005
 954.80209 14.110 0.005
 961.90741 14.126 0.005
 962.88449 14.107 0.005
 963.79339 14.088 0.005
 965.76329 14.073 0.005
 966.82401 14.086 0.005
 968.79834 14.076 0.005
 971.70212 14.071 0.005
 978.66501 14.133 0.005
 982.81780 14.053 0.005
 986.68538 14.179 0.005
 987.82811 14.077 0.005
 989.66669 14.199 0.005
 990.71761 14.162 0.005
 991.78408 14.135 0.005
 992.85157 14.093 0.005
 995.61643 14.330 0.005
 997.63370 14.332 0.005
1005.70237 14.329 0.005
1006.78309 14.286 0.005
1011.66389 14.274 0.005
1020.59838 14.186 0.005
1021.70417 14.239 0.005
1025.66685 14.185 0.005
1035.59041 14.123 0.005
1041.60996 14.110 0.005
1043.61410 14.103 0.005
1047.52720 14.072 0.005
1049.56864 14.076 0.005
1051.64752 14.092 0.005
1074.51059 14.164 0.005
1078.58897 14.146 0.005
1081.61561 14.148 0.005
1088.51646 14.319 0.005
1091.51700 14.329 0.005
1094.56004 14.326 0.005
1103.51715 14.276 0.005
1109.53428 14.250 0.005
1118.53916 14.205 0.005
1216.87776 14.145 0.005
1226.82215 14.313 0.005
1234.82349 14.316 0.005
1243.80719 14.258 0.005
1251.81110 14.211 0.005
1254.77426 14.173 0.005
1256.81049 14.183 0.005
1259.79192 14.163 0.005
1262.78386 14.144 0.005
1266.85585 14.159 0.005
1268.82570 14.134 0.005
1271.79970 14.119 0.005
1272.79592 14.110 0.005
1278.75145 14.093 0.005
1280.84385 14.108 0.005
1288.79132 14.077 0.005
1290.76271 14.072 0.005
1294.79019 14.066 0.005
1294.86608 14.078 0.005
1296.71539 14.079 0.005
1297.89406 14.080 0.005
1298.89729 14.076 0.005
1300.69428 14.123 0.005
1305.70556 14.152 0.005
1306.79158 14.086 0.005
1307.75100 14.130 0.005
1310.71364 14.166 0.005
1313.69087 14.222 0.005
1315.69834 14.247 0.005
1316.80255 14.155 0.005
1317.82957 14.146 0.005
1318.70524 14.292 0.005
1319.89116 14.107 0.005
1321.72560 14.301 0.005
1327.71551 14.327 0.005
1331.83173 14.284 0.005
1333.80023 14.327 0.005
1336.64220 14.229 0.005
1339.65325 14.215 0.005
1342.66084 14.204 0.005
1346.82509 14.291 0.005
1348.64740 14.171 0.005
1349.81813 14.264 0.005
1353.71650 14.172 0.005
1354.81997 14.236 0.005
1355.82688 14.237 0.005
1365.73469 14.139 0.005
1366.77834 14.155 0.005
1367.57545 14.084 0.005
1368.61137 14.090 0.005
1370.67490 14.101 0.005
1373.65126 14.095 0.005
1374.75946 14.118 0.005
1375.54687 14.063 0.005
1394.76974 14.075 0.005
1395.68415 14.070 0.005
1397.69239 14.062 0.005
1400.57202 14.163 0.005
1404.63264 14.121 0.005
1407.54620 14.274 0.005
1408.73350 14.094 0.005
1415.59490 14.313 0.005
1430.55876 14.256 0.005
1432.56477 14.246 0.005
1435.65114 14.283 0.005
1437.58315 14.237 0.005
1447.58223 14.176 0.005
1449.57940 14.173 0.005
1460.49820 14.102 0.005
1472.51427 14.085 0.005
1579.87173 14.205 0.005
1581.87067 14.192 0.005
1583.87440 14.194 0.005
1585.86972 14.180 0.005
1589.88974 14.169 0.005
1590.88618 14.162 0.005
1591.86936 14.144 0.005
1592.87649 14.144 0.005
